City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Jacqueville,CI,5.2052,-4.4146,78.71,82,89,9.95,overcast clouds
695,Chalette-Sur-Loing,FR,48.0134,2.7359,67.71,90,13,7.63,few clouds
696,Nan,TH,18.8333,100.6667,72.73,99,100,2.64,overcast clouds
697,Lagos De Moreno,MX,21.35,-101.9167,81.28,35,8,3.67,clear sky
698,Makakilo City,US,21.3469,-158.0858,86.32,56,75,12.66,broken clouds
699,Cap-Aux-Meules,CA,47.3821,-61.8597,66.25,72,20,13.8,few clouds
700,Moskovskiy,RU,55.5991,37.355,66.69,69,0,4.47,clear sky
701,Hedaru,TZ,-4.5,37.9,65.84,56,4,7.47,clear sky
702,Puerto Salgar,CO,5.463,-74.6544,85.62,69,97,8.34,light rain
703,Saint-Joseph,RE,-21.3667,55.6167,68.36,76,27,12.15,scattered clouds
704,Namatanai,PG,-3.6667,152.4333,78.44,84,95,1.72,overcast clouds
705,The Pas,CA,53.8251,-101.2541,60.82,94,90,9.64,mist
706,Tiznit,MA,29.5833,-9.5,80.24,36,0,4.09,clear sky
707,Zhangye,CN,38.9342,100.4517,72.41,44,99,3.53,overcast clouds
708,Nogliki,RU,51.8333,143.1667,68.86,89,100,10.11,heavy intensity rain
709,Rey Bouba,CM,8.6724,14.1786,74.71,88,92,4.0,light rain
710,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,89.69,31,100,5.97,overcast clouds
